project_tier,source,year,model,trim,title,price_usd,current_bid_usd,mileage,title_status,drivable,location,seller_type,vin,listing_id,source_url,photo_url,first_seen
salvage,copart,2017,BOXSTER,,2017 Porsche BOXSTER,,,58191,salvage,,AL - MOBILE,salvage_auction,WP0CA2A85HS******,WP0CA2A85HS******,https://www.copart.com/lot/51989156,,2026-05-14 03:32:58.597453+00:00
clean,copart,2022,911,TURBO,2022 Porsche 911 TURBO,,,,unknown,,TX - DALLAS,salvage_auction,WP0AD2A98NS******,WP0AD2A98NS******,https://www.copart.com/lot/78606545,,2026-05-14 03:43:47.007318+00:00
clean,copart,2017,911,CARRERA,2017 Porsche 911 CARRERA,,,45591,unknown,,UT - SALT LAKE CITY,salvage_auction,WP0CA2A94HS******,WP0CA2A94HS******,https://www.copart.com/lot/49285266,,2026-05-14 03:43:47.007374+00:00
salvage,copart,2017,911,TURBO,2017 Porsche 911 TURBO,,,12442,flood,,SC - SPARTANBURG,salvage_auction,WP0AD2A95HS******,WP0AD2A95HS******,https://www.copart.com/lot/73556335,,2026-05-14 03:43:47.007384+00:00
clean,copart,2025,911,CARRERA GTS,2025 Porsche 911 CARRERA GTS,,,6408,unknown,,FL - TAMPA SOUTH,salvage_auction,WP0CB2A99SS******,WP0CB2A99SS******,https://www.copart.com/lot/47377006,,2026-05-14 03:43:47.007401+00:00
clean,copart,2020,911,CARRERA S,2020 Porsche 911 CARRERA S,,,40766,unknown,,PA - PHILADELPHIA EAST-SUBLOT,salvage_auction,WP0AB2A9XLS******,WP0AB2A9XLS******,https://www.copart.com/lot/50550656,,2026-05-14 03:48:49.280056+00:00
clean,copart,2023,911,TURBO,2023 Porsche 911 TURBO,,,,unknown,,FL - MIAMI CENTRAL,salvage_auction,WP0CD2A98PS******,WP0CD2A98PS******,https://www.copart.com/lot/79942385,,2026-05-14 03:43:47.007459+00:00
clean,copart,2021,911,TURBO,2021 Porsche 911 TURBO,,,21960,unknown,,NY - LONG ISLAND,salvage_auction,WP0CD2A95MS******,WP0CD2A95MS******,https://www.copart.com/lot/78532565,,2026-05-14 03:43:47.007467+00:00
clean,copart,2019,911,TURBO,2019 Porsche 911 TURBO,,,,unknown,,NJ - TRENTON,salvage_auction,WP0AD2A99KS******,WP0AD2A99KS******,https://www.copart.com/lot/78531825,,2026-05-14 03:43:47.007474+00:00
clean,copart,2022,911,CARRERA S,2022 Porsche 911 CARRERA S,,,35028,unknown,,NV - LAS VEGAS WEST,salvage_auction,WP0CB2A95NS******,WP0CB2A95NS******,https://www.copart.com/lot/78486915,,2026-05-14 03:43:47.007483+00:00
clean,copart,2015,911,GT3,2015 Porsche 911 GT3,,,18645,unknown,,CA - SAN DIEGO,salvage_auction,WP0AC2A93FS******,WP0AC2A93FS******,https://www.copart.com/lot/77415945,,2026-05-14 03:43:47.007492+00:00
clean,copart,2018,911,CARRERA,2018 Porsche 911 CARRERA,,,,unknown,,TX - NORTH AUSTIN,salvage_auction,WP0AA2A90JS******,WP0AA2A90JS******,https://www.copart.com/lot/72165475,,2026-05-14 03:43:47.007499+00:00
clean,copart,2015,911,CARRERA,2015 Porsche 911 CARRERA,,,33676,unknown,,FL - CLEWISTON,salvage_auction,WP0AA2A91FS******,WP0AA2A91FS******,https://www.copart.com/lot/58589703,,2026-05-14 03:43:47.007507+00:00
clean,copart,2024,911,CARRERA S,2024 Porsche 911 CARRERA S,,,654,unknown,,CA - SAN DIEGO,salvage_auction,WP0AB2A92RS******,WP0AB2A92RS******,https://www.copart.com/lot/53551846,,2026-05-14 03:43:47.007514+00:00
clean,copart,2022,911,CARRERA S,2022 Porsche 911 CARRERA S,,,,unknown,,CA - LOS ANGELES,salvage_auction,WP0AB2A99NS******,WP0AB2A99NS******,https://www.copart.com/lot/53154626,,2026-05-14 03:43:47.007521+00:00
clean,copart,2017,911,CARRERA,2017 Porsche 911 CARRERA,,,35866,unknown,,CA - RANCHO CUCAMONGA,salvage_auction,WP0AA2A91HS******,WP0AA2A91HS******,https://www.copart.com/lot/53140046,,2026-05-14 03:43:47.007529+00:00
clean,copart,2019,911,CARRERA S,2019 Porsche 911 CARRERA S,,,22988,unknown,,NY - NEWBURGH,salvage_auction,WP0AB2A92KS******,WP0AB2A92KS******,https://www.copart.com/lot/52609406,,2026-05-14 03:43:47.007538+00:00
clean,copart,2024,911,CARRERA,2024 Porsche 911 CARRERA,,,34833,unknown,,FL - WEST PALM BEACH,salvage_auction,WP0CA2A96RS******,WP0CA2A96RS******,https://www.copart.com/lot/52366746,,2026-05-14 03:43:47.007546+00:00
clean,copart,2014,911,TURBO,2014 Porsche 911 TURBO,,,62844,unknown,,FL - ORLANDO SOUTH,salvage_auction,WP0AD2A96ES******,WP0AD2A96ES******,https://www.copart.com/lot/52337276,,2026-05-14 03:43:47.007554+00:00
clean,copart,2014,911,CARRERA S,2014 Porsche 911 CARRERA S,,,63176,unknown,,NY - ALBANY,salvage_auction,WP0CB2A90ES******,WP0CB2A90ES******,https://www.copart.com/lot/52177766,,2026-05-14 03:43:47.007562+00:00
clean,copart,2026,911,TARGA 4S,2026 Porsche 911 TARGA 4S,,,1,unknown,,CA - LONG BEACH,salvage_auction,WP0BH2A99TS******,WP0BH2A99TS******,https://www.copart.com/lot/51893216,,2026-05-14 03:43:47.007570+00:00
clean,copart,2017,911,CARRERA,2017 Porsche 911 CARRERA,,,73362,unknown,,TX - HOUSTON,salvage_auction,WP0CA2A90HS******,WP0CA2A90HS******,https://www.copart.com/lot/51824886,,2026-05-14 03:43:47.007578+00:00
clean,copart,2017,911,CARRERA S,2017 Porsche 911 CARRERA S,,,54507,unknown,,FL - MIAMI CENTRAL,salvage_auction,WP0AB2A97HS******,WP0AB2A97HS******,https://www.copart.com/lot/51715562,,2026-05-14 03:43:47.007586+00:00
clean,copart,2025,911,CARRERA GTS,2025 Porsche 911 CARRERA GTS,,,3736,unknown,,OR - PORTLAND SOUTH,salvage_auction,WP0AB2A99SS******,WP0AB2A99SS******,https://www.copart.com/lot/50114366,,2026-05-14 03:43:47.007602+00:00
clean,copart,2023,911,TURBO,2023 Porsche 911 TURBO,,,9168,unknown,,CA - RANCHO CUCAMONGA,salvage_auction,WP0AD2A92PS******,WP0AD2A92PS******,https://www.copart.com/lot/49948296,,2026-05-14 03:43:47.007609+00:00
clean,copart,2020,911,CARRERA,2020 Porsche 911 CARRERA,,,32218,unknown,,CA - RANCHO CUCAMONGA,salvage_auction,WP0AA2A94LS******,WP0AA2A94LS******,https://www.copart.com/lot/49475796,,2026-05-14 03:43:47.007617+00:00
clean,copart,2025,911,CARRERA S,2025 Porsche 911 CARRERA S,,,4295,unknown,,LA - VINTON,salvage_auction,WP0AH2A92SS******,WP0AH2A92SS******,https://www.copart.com/lot/48666576,,2026-05-14 03:43:47.007625+00:00
clean,copart,2018,911,CARRERA S,2018 Porsche 911 CARRERA S,,,34888,unknown,,CA - VAN NUYS,salvage_auction,WP0CB2A99JS******,WP0CB2A99JS******,https://www.copart.com/lot/48536286,,2026-05-14 03:43:47.007632+00:00
clean,copart,2025,911,CARRERA S,2025 Porsche 911 CARRERA S,,,1712,unknown,,GA - ATLANTA SOUTH,salvage_auction,WP0AH2A9XSS******,WP0AH2A9XSS******,https://www.copart.com/lot/47946096,,2026-05-14 03:43:47.007640+00:00
clean,copart,2017,911,CARRERA S,2017 Porsche 911 CARRERA S,,,51891,unknown,,NJ - SOMERVILLE,salvage_auction,WP0AB2A95HS******,WP0AB2A95HS******,https://www.copart.com/lot/47347266,,2026-05-14 03:43:47.007648+00:00
clean,copart,2025,911,CARRERA GTS,2025 Porsche 911 CARRERA GTS,,,,unknown,,CA - VAN NUYS,salvage_auction,WP0AB2A95SS******,WP0AB2A95SS******,https://www.copart.com/lot/46323826,,2026-05-14 03:43:47.007664+00:00
clean,copart,2026,911,CARRERA S,2026 Porsche 911 CARRERA S,,,6242,unknown,,NY - LONG ISLAND,salvage_auction,WP0AH2A93TS******,WP0AH2A93TS******,https://www.copart.com/lot/46194766,,2026-05-14 03:43:47.007672+00:00
clean,copart,2018,911,GT3,2018 Porsche 911 GT3,,,9940,unknown,,CA - HAYWARD,salvage_auction,WP0AC2A93JS******,WP0AC2A93JS******,https://www.copart.com/lot/41955756,,2026-05-14 03:43:47.007680+00:00
clean,copart,2022,911,,2022 Porsche 911,,,17807,unknown,,PA - PHILADELPHIA EAST-SUBLOT,salvage_auction,WP0CB2A93NS******,WP0CB2A93NS******,https://www.copart.com/lot/41875906,,2026-05-14 03:43:47.007689+00:00
clean,copart,2019,CAYMAN,S,2019 Porsche CAYMAN S,,,26597,unknown,,CA - RANCHO CUCAMONGA,salvage_auction,WP0AB2A82KS******,WP0AB2A82KS******,https://www.copart.com/lot/53372515,,2026-05-14 03:43:47.007755+00:00
clean,copart,2018,CAYMAN,S,2018 Porsche CAYMAN S,,,48918,unknown,,SC - NORTH CHARLESTON,salvage_auction,WP0AB2A8XJS******,WP0AB2A8XJS******,https://www.copart.com/lot/53308686,,2026-05-14 03:43:47.007763+00:00
clean,copart,2016,CAYMAN,S,2016 Porsche CAYMAN S,,,18807,unknown,,NY - NEWBURGH,salvage_auction,WP0AB2A80GK******,WP0AB2A80GK******,https://www.copart.com/lot/53161356,,2026-05-14 03:43:47.007771+00:00
clean,copart,2022,CAYMAN,GT4,2022 Porsche CAYMAN GT4,,,7439,unknown,,NY - NEWBURGH,salvage_auction,WP0AC2A80NS******,WP0AC2A80NS******,https://www.copart.com/lot/51987996,,2026-05-14 03:43:47.007780+00:00
clean,copart,2022,CAYMAN,S,2022 Porsche CAYMAN S,,,12862,unknown,,FL - CLEWISTON,salvage_auction,WP0AB2A86NS******,WP0AB2A86NS******,https://www.copart.com/lot/51776836,,2026-05-14 03:43:47.007788+00:00
clean,copart,2021,CAYMAN,S,2021 Porsche CAYMAN S,,,25982,unknown,,GA - ATLANTA WEST,salvage_auction,WP0AB2A89MS******,WP0AB2A89MS******,https://www.copart.com/lot/51060166,,2026-05-14 03:43:47.007802+00:00
clean,copart,2014,CAYMAN,,2014 Porsche CAYMAN,,,51608,unknown,,NV - LAS VEGAS WEST,salvage_auction,WP0AA2A84EK******,WP0AA2A84EK******,https://www.copart.com/lot/50948956,,2026-05-14 03:43:47.007811+00:00
clean,copart,2018,CAYMAN,,2018 Porsche CAYMAN,,,68027,unknown,,UT - SALT LAKE CITY,salvage_auction,WP0AA2A80JK******,WP0AA2A80JK******,https://www.copart.com/lot/49645216,,2026-05-14 03:43:47.007820+00:00
clean,copart,2018,CAYMAN,,2018 Porsche CAYMAN,,,69850,unknown,,GA - ATLANTA WEST,salvage_auction,WP0AA2A82JK******,WP0AA2A82JK******,https://www.copart.com/lot/47767716,,2026-05-14 03:43:47.007827+00:00
clean,copart,2025,CAYMAN,GTS,2025 Porsche CAYMAN GTS,,,2454,unknown,,MA - SOUTH BOSTON,salvage_auction,WP0AD2A80SK******,WP0AD2A80SK******,https://www.copart.com/lot/47443066,,2026-05-14 03:43:47.007835+00:00
clean,copart,2016,CAYMAN,GT4,2016 Porsche CAYMAN GT4,,,33205,unknown,,FL - MIAMI NORTH,salvage_auction,WP0AC2A82GK******,WP0AC2A82GK******,https://www.copart.com/lot/47042606,,2026-05-14 03:43:47.007843+00:00
clean,copart,2016,CAYMAN,,2016 Porsche CAYMAN,,,97737,unknown,,GA - ATLANTA SOUTH,salvage_auction,WP0AA2A85GK******,WP0AA2A85GK******,https://www.copart.com/lot/46659226,,2026-05-14 03:43:47.007851+00:00
clean,copart,2017,BOXSTER,,2017 Porsche BOXSTER,,,60933,unknown,,TN - KNOXVILLE,salvage_auction,WP0CA2A87HS******,WP0CA2A87HS******,https://www.copart.com/lot/53268296,,2026-05-14 03:43:47.007890+00:00
clean,copart,2017,BOXSTER,,2017 Porsche BOXSTER,,,22869,unknown,,FL - TAMPA SOUTH,salvage_auction,WP0CA2A88HS******,WP0CA2A88HS******,https://www.copart.com/lot/51662796,,2026-05-14 03:43:47.007897+00:00
clean,copart,2017,BOXSTER,S,2017 Porsche BOXSTER S,,,19265,unknown,,FL - PUNTA GORDA,salvage_auction,WP0CB2A82HS******,WP0CB2A82HS******,https://www.copart.com/lot/49454246,,2026-05-14 03:43:47.007905+00:00
clean,copart,2020,BOXSTER,BASE,2020 Porsche BOXSTER BASE,,,30956,unknown,,NV - LAS VEGAS,salvage_auction,WP0CA2A81LS******,WP0CA2A81LS******,https://www.copart.com/lot/47759376,,2026-05-14 03:43:47.007913+00:00
clean,copart,2021,TAYCAN,,2021 Porsche TAYCAN,,,78474,unknown,,FL - ORLANDO SOUTH,salvage_auction,WP0AA2Y11MS******,WP0AA2Y11MS******,https://www.copart.com/lot/73284265,,2026-05-14 03:48:49.280414+00:00
salvage,copart,2023,TAYCAN,GTS,2023 Porsche TAYCAN GTS,,,23379,salvage,,PA - PHILADELPHIA,salvage_auction,WP0AD2Y18PS******,WP0AD2Y18PS******,https://www.copart.com/lot/52744456,,2026-05-14 03:48:49.280422+00:00
clean,copart,2020,TAYCAN,4S,2020 Porsche TAYCAN 4S,,,68417,unknown,,ON - COOKSTOWN,salvage_auction,WP0AB2Y14LS******,WP0AB2Y14LS******,https://www.copart.com/lot/50574516,,2026-05-14 03:48:49.280437+00:00
clean,copart,2021,TAYCAN,4S,2021 Porsche TAYCAN 4S,,,76586,unknown,,NJ - TRENTON,salvage_auction,WP0AB2Y12MS******,WP0AB2Y12MS******,https://www.copart.com/lot/45671726,,2026-05-14 03:48:49.280444+00:00
salvage,copart,2021,TAYCAN,,2021 Porsche TAYCAN,,,,salvage,,IL - CHICAGO NORTH,salvage_auction,WP0AA2Y12MS******,WP0AA2Y12MS******,https://www.copart.com/lot/47794296,,2026-05-14 03:48:49.280461+00:00
salvage,copart,2022,TAYCAN,,2022 Porsche TAYCAN,,,19958,salvage,,CA - SAN DIEGO,salvage_auction,WP0AA2Y14NS******,WP0AA2Y14NS******,https://www.copart.com/lot/52783666,,2026-05-14 03:48:49.280485+00:00
salvage,copart,2021,TAYCAN,,2021 Porsche TAYCAN,,,40835,salvage,,TN - KNOXVILLE,salvage_auction,WP0AA2Y17MS******,WP0AA2Y17MS******,https://www.copart.com/lot/75666155,,2026-05-14 03:48:49.280492+00:00
clean,copart,2021,TAYCAN,TURBO,2021 Porsche TAYCAN TURBO,,,40393,unknown,,DC - WASHINGTON DC,salvage_auction,WP0AC2Y12MS******,WP0AC2Y12MS******,https://www.copart.com/lot/94217265,,2026-05-14 03:48:49.280501+00:00
clean,copart,2023,TAYCAN,4S,2023 Porsche TAYCAN 4S,,,7357,unknown,,FL - WEST PALM BEACH,salvage_auction,WP0AB2Y14PS******,WP0AB2Y14PS******,https://www.copart.com/lot/93020965,,2026-05-14 03:48:49.280509+00:00
clean,copart,2022,TAYCAN,,2022 Porsche TAYCAN,,,42921,unknown,,FL - ORLANDO SOUTH,salvage_auction,WP0AA2Y16NS******,WP0AA2Y16NS******,https://www.copart.com/lot/72114575,,2026-05-14 03:48:49.280547+00:00
clean,copart,2021,TAYCAN,4S,2021 Porsche TAYCAN 4S,,,64494,unknown,,ON - TORONTO,salvage_auction,WP0AB2Y1XMS******,WP0AB2Y1XMS******,https://www.copart.com/lot/86818785,,2026-05-14 03:48:49.280523+00:00
clean,copart,2021,TAYCAN,,2021 Porsche TAYCAN,,,40046,unknown,,FL - ORLANDO NORTH,salvage_auction,WP0AA2Y1XMS******,WP0AA2Y1XMS******,https://www.copart.com/lot/79936855,,2026-05-14 03:48:49.280530+00:00
clean,copart,2023,TAYCAN,CROSS TURISMO 4S,2023 Porsche TAYCAN CROSS TURISMO 4S,,,25619,unknown,,TX - FT. WORTH,salvage_auction,WP0BB2Y12PS******,WP0BB2Y12PS******,https://www.copart.com/lot/79246565,,2026-05-14 03:48:49.280539+00:00
clean,copart,2024,TAYCAN,,2024 Porsche TAYCAN,,,22881,unknown,,CA - SUN VALLEY,salvage_auction,WP0AA2Y14RS******,WP0AA2Y14RS******,https://www.copart.com/lot/53064176,,2026-05-14 03:48:49.280555+00:00
clean,copart,2024,TAYCAN,,2024 Porsche TAYCAN,,,41323,unknown,,TX - HOUSTON,salvage_auction,WP0AA2Y10RS******,WP0AA2Y10RS******,https://www.copart.com/lot/52932496,,2026-05-14 03:48:49.280562+00:00
clean,copart,2023,TAYCAN,,2023 Porsche TAYCAN,,,,unknown,,TX - SAN ANTONIO,salvage_auction,WP0AA2Y1XPS******,WP0AA2Y1XPS******,https://www.copart.com/lot/52745246,,2026-05-14 03:48:49.280570+00:00
clean,copart,2020,TAYCAN,TURBO,2020 Porsche TAYCAN TURBO,,,51280,unknown,,MD - LAUREL,salvage_auction,WP0AC2Y11LS******,WP0AC2Y11LS******,https://www.copart.com/lot/52695156,,2026-05-14 03:48:49.280578+00:00
clean,copart,2026,TAYCAN,4S,2026 Porsche TAYCAN 4S,,,4124,unknown,,CA - SAN BERNARDINO,salvage_auction,WP0AB2Y11TS******,WP0AB2Y11TS******,https://www.copart.com/lot/52411766,,2026-05-14 03:48:49.280586+00:00
clean,copart,2022,TAYCAN,4S,2022 Porsche TAYCAN 4S,,,30346,unknown,,VA - FREDERICKSBURG,salvage_auction,WP0AB2Y16NS******,WP0AB2Y16NS******,https://www.copart.com/lot/52271106,,2026-05-14 03:48:49.280594+00:00
clean,copart,2020,TAYCAN,4S,2020 Porsche TAYCAN 4S,,,32569,unknown,,CA - LONG BEACH,salvage_auction,WP0AB2Y15LS******,WP0AB2Y15LS******,https://www.copart.com/lot/52099386,,2026-05-14 03:48:49.280602+00:00
clean,copart,2022,TAYCAN,,2022 Porsche TAYCAN,,,28945,unknown,,AZ - TUCSON,salvage_auction,WP0AA2Y15NS******,WP0AA2Y15NS******,https://www.copart.com/lot/51441716,,2026-05-14 03:48:49.280667+00:00
clean,copart,2025,TAYCAN,BASE,2025 Porsche TAYCAN BASE,,,4900,unknown,,CA - VALLEJO,salvage_auction,WP0AA2Y14SS******,WP0AA2Y14SS******,https://www.copart.com/lot/50089266,,2026-05-14 03:48:49.280675+00:00
clean,copart,2021,TAYCAN,4S,2021 Porsche TAYCAN 4S,,,,unknown,,CA - SAN BERNARDINO,salvage_auction,WP0AB2Y19MS******,WP0AB2Y19MS******,https://www.copart.com/lot/49972666,,2026-05-14 03:48:49.280682+00:00
clean,copart,2020,TAYCAN,TURBO,2020 Porsche TAYCAN TURBO,,,43347,unknown,,CA - SAN JOSE,salvage_auction,WP0AC2Y15LS******,WP0AC2Y15LS******,https://www.copart.com/lot/49933676,,2026-05-14 03:48:49.280690+00:00
clean,copart,2020,TAYCAN,4S,2020 Porsche TAYCAN 4S,,,19266,unknown,,FL - MIAMI SOUTH,salvage_auction,WP0AB2Y11LS******,WP0AB2Y11LS******,https://www.copart.com/lot/49374986,,2026-05-14 03:48:49.280697+00:00
clean,copart,2023,TAYCAN,,2023 Porsche TAYCAN,,,22692,unknown,,CA - SUN VALLEY,salvage_auction,WP0AA2Y17PS******,WP0AA2Y17PS******,https://www.copart.com/lot/48948326,,2026-05-14 03:48:49.280705+00:00
clean,copart,2023,TAYCAN,,2023 Porsche TAYCAN,,,15595,unknown,,IL - CHICAGO NORTH,salvage_auction,WP0AA2Y19PS******,WP0AA2Y19PS******,https://www.copart.com/lot/48624716,,2026-05-14 03:48:49.280712+00:00
clean,copart,2022,TAYCAN,CROSS TURISMO 4,2022 Porsche TAYCAN CROSS TURISMO 4,,,10047,unknown,,AR - LITTLE ROCK,salvage_auction,WP0BA2Y18NS******,WP0BA2Y18NS******,https://www.copart.com/lot/48619616,,2026-05-14 03:48:49.280721+00:00
clean,copart,2021,TAYCAN,TURBO,2021 Porsche TAYCAN TURBO,,,,unknown,,FL - MIAMI NORTH,salvage_auction,WP0AC2Y13MS******,WP0AC2Y13MS******,https://www.copart.com/lot/48467566,,2026-05-14 03:48:49.280729+00:00
clean,copart,2025,TAYCAN,BASE,2025 Porsche TAYCAN BASE,,,14095,unknown,,FL - WEST PALM BEACH,salvage_auction,WP0AA2Y19SS******,WP0AA2Y19SS******,https://www.copart.com/lot/47497286,,2026-05-14 03:48:49.280743+00:00
clean,copart,2024,TAYCAN,4S,2024 Porsche TAYCAN 4S,,,21326,unknown,,CA - VAN NUYS,salvage_auction,WP0AB2Y10RS******,WP0AB2Y10RS******,https://www.copart.com/lot/47358376,,2026-05-14 03:48:49.280751+00:00
clean,copart,2023,TAYCAN,CROSS TURISMO TURBO S,2023 Porsche TAYCAN CROSS TURISMO TURBO S,,,,unknown,,PA - PHILADELPHIA EAST-SUBLOT,salvage_auction,WP0BB2Y1XPS******,WP0BB2Y1XPS******,https://www.copart.com/lot/46489066,,2026-05-14 03:48:49.280766+00:00
clean,copart,2021,CAYENNE,COUPE,2021 Porsche CAYENNE COUPE,,,121924,unknown,,MA - NORTH BOSTON,salvage_auction,WP1BA2AY1MD******,WP1BA2AY1MD******,https://www.copart.com/lot/53782756,,2026-05-14 03:48:49.280995+00:00
clean,copart,2016,CAYENNE,,2016 Porsche CAYENNE,,,107059,unknown,,MA - SOUTH BOSTON,salvage_auction,WP1AF2A28GL******,WP1AF2A28GL******,https://www.copart.com/lot/79979335,,2026-05-14 03:48:49.280792+00:00
clean,copart,2014,CAYENNE,,2014 Porsche CAYENNE,,,117517,unknown,,MN - MINNEAPOLIS NORTH,salvage_auction,WP1AA2A21EL******,WP1AA2A21EL******,https://www.copart.com/lot/49664636,,2026-05-14 03:48:49.280859+00:00
clean,copart,2016,CAYENNE,SE HYBRID,2016 Porsche CAYENNE SE HYBRID,,,99375,unknown,,TX - SAN ANTONIO,salvage_auction,WP1AE2A24GL******,WP1AE2A24GL******,https://www.copart.com/lot/96153255,,2026-05-14 03:48:49.280867+00:00
salvage,copart,2023,CAYENNE,S,2023 Porsche CAYENNE S,,,,salvage,,TX - HOUSTON EAST,salvage_auction,WP1AB2AY6PD******,WP1AB2AY6PD******,https://www.copart.com/lot/85879095,,2026-05-14 03:48:49.280874+00:00
clean,copart,2017,CAYENNE,S,2017 Porsche CAYENNE S,,,134398,unknown,,FL - JACKSONVILLE NORTH,salvage_auction,WP1AB2A24HL******,WP1AB2A24HL******,https://www.copart.com/lot/48404856,,2026-05-14 03:48:49.281124+00:00
clean,copart,2016,CAYENNE,,2016 Porsche CAYENNE,,,138601,unknown,,CO - DENVER SOUTH,salvage_auction,WP1AA2A28GK******,WP1AA2A28GK******,https://www.copart.com/lot/93348545,,2026-05-14 03:48:49.281667+00:00
clean,copart,2017,CAYENNE,SE HYBRID PLATINUM,2017 Porsche CAYENNE SE HYBRID PLATINUM,,,179558,unknown,,FL - TAMPA NORTH,salvage_auction,WP1AE2A20HL******,WP1AE2A20HL******,https://www.copart.com/lot/51851616,,2026-05-14 03:48:49.281013+00:00
clean,copart,2017,CAYENNE,,2017 Porsche CAYENNE,,,158686,unknown,,TN - KNOXVILLE,salvage_auction,WP1AA2A21HK******,WP1AA2A21HK******,https://www.copart.com/lot/78712625,,2026-05-14 03:48:49.281748+00:00
salvage,copart,2022,CAYENNE,S,2022 Porsche CAYENNE S,,,49881,salvage,,MA - NORTH BOSTON,salvage_auction,WP1AB2AY8ND******,WP1AB2AY8ND******,https://www.copart.com/lot/79903465,,2026-05-14 03:48:49.280954+00:00
clean,copart,2022,CAYENNE,,2022 Porsche CAYENNE,,,36318,unknown,,MA - NORTH BOSTON,salvage_auction,WP1AA2AYXND******,WP1AA2AYXND******,https://www.copart.com/lot/79760845,,2026-05-14 03:48:49.280962+00:00
clean,copart,2017,CAYENNE,SE HYBRID,2017 Porsche CAYENNE SE HYBRID,,,172133,clean,,MI - DETROIT,salvage_auction,WP1AE2A29HL******,WP1AE2A29HL******,https://www.copart.com/lot/74336385,,2026-05-14 03:48:49.280979+00:00
salvage,copart,2017,CAYENNE,,2017 Porsche CAYENNE,,,192936,salvage,,TX - DALLAS,salvage_auction,WP1AA2A27HK******,WP1AA2A27HK******,https://www.copart.com/lot/78719645,,2026-05-14 03:48:49.281740+00:00
clean,copart,2019,CAYENNE,,2019 Porsche CAYENNE,,,122899,unknown,,MA - NORTH BOSTON,salvage_auction,WP1AA2AY9KD******,WP1AA2AY9KD******,https://www.copart.com/lot/49854926,,2026-05-14 03:48:49.281038+00:00
clean,copart,2016,CAYENNE,,2016 Porsche CAYENNE,,,199027,unknown,,VA - RICHMOND,salvage_auction,WP1AA2A23GL******,WP1AA2A23GL******,https://www.copart.com/lot/48733616,,2026-05-14 03:48:49.281046+00:00
salvage,copart,2016,CAYENNE,,2016 Porsche CAYENNE,,,108545,salvage,,TX - HOUSTON,salvage_auction,WP1AF2A24GK******,WP1AF2A24GK******,https://www.copart.com/lot/52363676,,2026-05-14 03:48:49.281071+00:00
salvage,copart,2016,CAYENNE,,2016 Porsche CAYENNE,,,129017,salvage,,CA - MARTINEZ,salvage_auction,WP1AA2A21GL******,WP1AA2A21GL******,https://www.copart.com/lot/51710286,,2026-05-14 03:48:49.281194+00:00
clean,copart,2019,CAYENNE,,2019 Porsche CAYENNE,,,139314,unknown,,ON - LONDON,salvage_auction,WP1AA2AY4KD******,WP1AA2AY4KD******,https://www.copart.com/lot/50741226,,2026-05-14 03:48:49.281454+00:00
salvage,copart,2024,CAYENNE,COUPE,2024 Porsche CAYENNE COUPE,,,,salvage,,NY - ALBANY,salvage_auction,WP1BA2AY8RD******,WP1BA2AY8RD******,https://www.copart.com/lot/52356646,,2026-05-14 03:48:49.281116+00:00
salvage,copart,2014,CAYENNE,,2014 Porsche CAYENNE,,,,salvage,,NY - LONG ISLAND,salvage_auction,WP1AA2A23EL******,WP1AA2A23EL******,https://www.copart.com/lot/47612506,,2026-05-14 03:48:49.281130+00:00
clean,copart,2016,CAYENNE,GTS,2016 Porsche CAYENNE GTS,,,113588,unknown,,IL - WHEELING,salvage_auction,WP1AD2A23GL******,WP1AD2A23GL******,https://www.copart.com/lot/53048646,,2026-05-14 03:48:49.281146+00:00
salvage,copart,2023,CAYENNE,BASE,2023 Porsche CAYENNE BASE,,,27497,salvage,,CA - SUN VALLEY,salvage_auction,WP1AA2AY8PD******,WP1AA2AY8PD******,https://www.copart.com/lot/99370865,,2026-05-14 03:48:49.281168+00:00
clean,copart,2014,CAYENNE,,2014 Porsche CAYENNE,,,77786,unknown,,WA - NORTH SEATTLE,salvage_auction,WP1AA2A26EL******,WP1AA2A26EL******,https://www.copart.com/lot/52342596,,2026-05-14 03:48:49.281177+00:00
clean,copart,2020,CAYENNE,,2020 Porsche CAYENNE,,,81917,unknown,,FL - MIAMI SOUTH,salvage_auction,WP1AA2AY7LD******,WP1AA2AY7LD******,https://www.copart.com/lot/52574646,,2026-05-14 03:48:49.281381+00:00
salvage,copart,2017,CAYENNE,,2017 Porsche CAYENNE,,,110718,salvage,,CA - MARTINEZ,salvage_auction,WP1AA2A23HK******,WP1AA2A23HK******,https://www.copart.com/lot/45654326,,2026-05-14 03:48:49.281226+00:00
clean,copart,2016,CAYENNE,,2016 Porsche CAYENNE,,,149154,unknown,,GA - ATLANTA WEST,salvage_auction,WP1AA2A20GL******,WP1AA2A20GL******,https://www.copart.com/lot/52951656,,2026-05-14 03:48:49.281275+00:00
clean,copart,2023,CAYENNE,BASE,2023 Porsche CAYENNE BASE,,,14443,unknown,,TX - HOUSTON,salvage_auction,WP1AA2AY6PD******,WP1AA2AY6PD******,https://www.copart.com/lot/79931615,,2026-05-14 03:48:49.281715+00:00
clean,copart,2017,CAYENNE,SE HYBRID PLATINUM,2017 Porsche CAYENNE SE HYBRID PLATINUM,,,110580,unknown,,FL - WEST PALM BEACH,salvage_auction,WP1AE2A23HL******,WP1AE2A23HL******,https://www.copart.com/lot/51755786,,2026-05-14 03:48:49.281298+00:00
